date,sku_id,category,sales,stockout,price,cost
2022-07-24,SKU_001,Home,214,False,24.05,37.22
2022-07-25,SKU_001,Home,256,False,12.44,14.99
2022-07-26,SKU_001,Home,0,True,19.37,41.0
2022-07-27,SKU_001,Home,212,False,68.75,15.72
2022-07-28,SKU_001,Home,225,False,87.01,42.36
2022-07-29,SKU_001,Home,223,False,70.13,14.22
2022-07-30,SKU_001,Home,0,True,17.7,14.35
2022-07-31,SKU_001,Home,223,False,26.33,31.24
2022-08-01,SKU_001,Home,211,False,40.76,16.67
2022-08-02,SKU_001,Home,194,False,63.13,17.06
2022-08-03,SKU_001,Home,178,False,49.25,18.25
2022-08-04,SKU_001,Home,223,False,78.72,11.31
2022-08-05,SKU_001,Home,196,False,81.99,24.13
2022-08-06,SKU_001,Home,212,False,34.18,29.37
2022-08-07,SKU_001,Home,175,False,85.14,49.3
2022-08-08,SKU_001,Home,206,False,25.45,17.25
2022-08-09,SKU_001,Home,198,False,59.88,34.31
2022-08-10,SKU_001,Home,180,False,28.58,5.49
2022-08-11,SKU_001,Home,198,False,69.85,12.89
2022-08-12,SKU_001,Home,209,False,47.69,22.24
2022-08-13,SKU_001,Home,184,False,76.42,8.73
2022-08-14,SKU_001,Home,194,False,32.08,22.52
2022-08-15,SKU_001,Home,179,False,36.74,30.49
2022-08-16,SKU_001,Home,173,False,69.73,47.16
2022-08-17,SKU_001,Home,180,False,33.6,31.78
2022-08-18,SKU_001,Home,203,False,54.67,31.86
2022-08-19,SKU_001,Home,209,False,16.76,37.77
2022-08-20,SKU_001,Home,181,False,71.96,24.57
2022-08-21,SKU_001,Home,202,False,72.52,17.25
2022-08-22,SKU_001,Home,183,False,42.49,9.12
2022-08-23,SKU_001,Home,190,False,58.77,44.28
2022-08-24,SKU_001,Home,200,False,82.59,34.65
2022-08-25,SKU_001,Home,203,False,54.05,14.95
2022-08-26,SKU_001,Home,197,False,94.97,6.77
2022-08-27,SKU_001,Home,197,False,61.12,46.2
2022-08-28,SKU_001,Home,193,False,72.77,18.38
2022-08-29,SKU_001,Home,189,False,86.01,19.36
2022-08-30,SKU_001,Home,200,False,13.33,31.83
2022-08-31,SKU_001,Home,183,False,72.67,20.29
2022-09-01,SKU_001,Home,185,False,15.88,19.19
2022-09-02,SKU_001,Home,211,False,66.33,44.87
2022-09-03,SKU_001,Home,192,False,30.97,6.1
2022-09-04,SKU_001,Home,190,False,81.89,49.91
2022-09-05,SKU_001,Home,205,False,79.05,23.09
2022-09-06,SKU_001,Home,223,False,98.57,39.57
2022-09-07,SKU_001,Home,183,False,47.92,38.19
2022-09-08,SKU_001,Home,182,False,35.85,18.33
2022-09-09,SKU_001,Home,184,False,13.79,5.8
2022-09-10,SKU_001,Home,188,False,71.17,14.82
2022-09-11,SKU_001,Home,192,False,80.77,9.02
2022-09-12,SKU_001,Home,203,False,52.07,32.6
2022-09-13,SKU_001,Home,185,False,99.21,15.43
2022-09-14,SKU_001,Home,191,False,56.14,15.38
2022-09-15,SKU_001,Home,195,False,29.84,13.39
2022-09-16,SKU_001,Home,178,False,97.22,44.77
2022-09-17,SKU_001,Home,206,False,99.54,12.83
2022-09-18,SKU_001,Home,209,False,23.85,41.71
2022-09-19,SKU_001,Home,179,False,30.14,29.16
2022-09-20,SKU_001,Home,211,False,88.97,16.95
2022-09-21,SKU_001,Home,215,False,89.99,48.0
2022-09-22,SKU_001,Home,192,False,59.58,8.91
2022-09-23,SKU_001,Home,193,False,43.54,16.69
2022-09-24,SKU_001,Home,187,False,29.82,35.75
2022-09-25,SKU_001,Home,215,False,86.61,27.28
2022-09-26,SKU_001,Home,226,False,41.3,35.51
2022-09-27,SKU_001,Home,180,False,34.03,44.54
2022-09-28,SKU_001,Home,197,False,88.06,36.88
2022-09-29,SKU_001,Home,205,False,72.77,35.61
2022-09-30,SKU_001,Home,209,False,89.28,44.23
2022-10-01,SKU_001,Home,198,False,84.32,10.8
2022-10-02,SKU_001,Home,207,False,83.62,42.45
2022-10-03,SKU_001,Home,176,False,10.57,17.92
2022-10-04,SKU_001,Home,192,False,33.38,33.53
2022-10-05,SKU_001,Home,190,False,80.19,9.81
2022-10-06,SKU_001,Home,193,False,40.77,33.47
2022-10-07,SKU_001,Home,213,False,19.23,47.18
2022-10-08,SKU_001,Home,183,False,73.74,8.03
2022-10-09,SKU_001,Home,192,False,41.13,32.94
2022-10-10,SKU_001,Home,181,False,12.21,6.0
2022-10-11,SKU_001,Home,195,False,53.98,39.67
2022-10-12,SKU_001,Home,182,False,99.74,24.18
2022-10-13,SKU_001,Home,218,False,24.73,40.77
2022-10-14,SKU_001,Home,175,False,71.24,34.45
2022-10-15,SKU_001,Home,201,False,95.58,11.8
2022-10-16,SKU_001,Home,201,False,67.47,22.89
2022-10-17,SKU_001,Home,190,False,98.56,23.42
2022-10-18,SKU_001,Home,188,False,12.8,34.33
2022-10-19,SKU_001,Home,197,False,87.79,26.29
2022-10-20,SKU_001,Home,197,False,86.03,39.25
2022-10-21,SKU_001,Home,199,False,21.81,6.46
2022-10-22,SKU_001,Home,195,False,53.34,10.28
2022-10-23,SKU_001,Home,203,False,71.7,24.36
2022-10-24,SKU_001,Home,192,False,62.38,17.1
2022-10-25,SKU_001,Home,172,False,37.93,25.48
2022-10-26,SKU_001,Home,187,False,36.25,36.27
2022-10-27,SKU_001,Home,158,False,80.19,6.78
2022-10-28,SKU_001,Home,180,False,98.8,11.41
2022-10-29,SKU_001,Home,194,False,65.63,36.61
2022-10-30,SKU_001,Home,192,False,56.59,8.95
2022-10-31,SKU_001,Home,196,False,12.99,8.54
2022-11-01,SKU_001,Home,231,False,72.05,41.03
2022-11-02,SKU_001,Home,242,False,25.07,9.71
2022-11-03,SKU_001,Home,267,False,94.26,7.34
2022-11-04,SKU_001,Home,261,False,73.82,44.19
2022-11-05,SKU_001,Home,260,False,83.33,8.61
2022-11-06,SKU_001,Home,257,False,59.28,41.78
2022-11-07,SKU_001,Home,279,False,75.84,8.67
2022-11-08,SKU_001,Home,238,False,32.24,12.18
2022-11-09,SKU_001,Home,244,False,40.32,13.2
2022-11-10,SKU_001,Home,255,False,69.28,27.42
2022-11-11,SKU_001,Home,275,False,99.67,48.87
2022-11-12,SKU_001,Home,257,False,27.96,35.61
2022-11-13,SKU_001,Home,247,False,75.45,38.42
2022-11-14,SKU_001,Home,226,False,41.13,21.7
2022-11-15,SKU_001,Home,255,False,75.27,26.9
2022-11-16,SKU_001,Home,267,False,91.06,23.98
2022-11-17,SKU_001,Home,262,False,28.96,33.03
2022-11-18,SKU_001,Home,229,False,75.98,10.92
2022-11-19,SKU_001,Home,261,False,31.38,48.71
2022-11-20,SKU_001,Home,258,False,86.89,27.15
2022-11-21,SKU_001,Home,262,False,56.33,21.17
2022-11-22,SKU_001,Home,249,False,24.72,22.6
2022-11-23,SKU_001,Home,236,False,21.78,48.64
2022-11-24,SKU_001,Home,273,False,31.24,8.31
2022-11-25,SKU_001,Home,257,False,84.6,24.39
2022-11-26,SKU_001,Home,237,False,65.54,36.8
2022-11-27,SKU_001,Home,252,False,76.28,34.87
2022-11-28,SKU_001,Home,253,False,85.98,41.26
2022-11-29,SKU_001,Home,274,False,20.07,17.14
2022-11-30,SKU_001,Home,262,False,57.81,47.15
2022-12-01,SKU_001,Home,270,False,55.65,6.87
2022-12-02,SKU_001,Home,259,False,98.8,48.43
2022-12-03,SKU_001,Home,274,False,56.4,27.0
2022-12-04,SKU_001,Home,266,False,22.57,6.35
2022-12-05,SKU_001,Home,278,False,70.61,48.65
2022-12-06,SKU_001,Home,247,False,70.53,24.97
2022-12-07,SKU_001,Home,260,False,85.43,47.51
2022-12-08,SKU_001,Home,267,False,54.75,32.8
2022-12-09,SKU_001,Home,267,False,93.79,36.03
2022-12-10,SKU_001,Home,280,False,29.41,34.65
2022-12-11,SKU_001,Home,289,False,69.21,49.97
2022-12-12,SKU_001,Home,248,False,97.95,23.31
2022-12-13,SKU_001,Home,271,False,76.46,44.53
2022-12-14,SKU_001,Home,273,False,39.43,35.04
2022-12-15,SKU_001,Home,276,False,49.2,41.8
2022-12-16,SKU_001,Home,278,False,59.0,5.26
2022-12-17,SKU_001,Home,252,False,72.59,22.49
2022-12-18,SKU_001,Home,248,False,31.38,21.8
2022-12-19,SKU_001,Home,294,False,51.71,22.09
2022-12-20,SKU_001,Home,285,False,56.72,26.56
2022-12-21,SKU_001,Home,250,False,58.02,32.36
2022-12-22,SKU_001,Home,247,False,83.17,37.32
2022-12-23,SKU_001,Home,284,False,93.43,7.71
2022-12-24,SKU_001,Home,277,False,41.65,9.56
2022-12-25,SKU_001,Home,248,False,37.66,41.14
2022-12-26,SKU_001,Home,272,False,38.02,32.47
2022-12-27,SKU_001,Home,260,False,20.97,13.15
2022-12-28,SKU_001,Home,289,False,26.33,28.63
2022-12-29,SKU_001,Home,267,False,33.09,48.33
2022-12-30,SKU_001,Home,281,False,82.54,29.76
2022-12-31,SKU_001,Home,279,False,64.15,41.86
2023-01-01,SKU_001,Home,221,False,30.53,14.54
2023-01-02,SKU_001,Home,207,False,91.0,20.9
2023-01-03,SKU_001,Home,255,False,80.25,17.37
2023-01-04,SKU_001,Home,225,False,18.6,33.07
2023-01-05,SKU_001,Home,249,False,62.79,12.56
2023-01-06,SKU_001,Home,240,False,18.61,6.06
2023-01-07,SKU_001,Home,238,False,64.64,29.6
2023-01-08,SKU_001,Home,224,False,54.71,49.45
2023-01-09,SKU_001,Home,212,False,72.56,23.19
2023-01-10,SKU_001,Home,258,False,99.21,10.78
2023-01-11,SKU_001,Home,226,False,75.19,31.03
2023-01-12,SKU_001,Home,229,False,90.48,13.63
2023-01-13,SKU_001,Home,232,False,30.4,20.97
2023-01-14,SKU_001,Home,236,False,82.03,15.52
2023-01-15,SKU_001,Home,225,False,89.21,34.29
2023-01-16,SKU_001,Home,207,False,70.25,49.74
2023-01-17,SKU_001,Home,243,False,60.2,37.88
2023-01-18,SKU_001,Home,227,False,96.19,12.89
2023-01-19,SKU_001,Home,238,False,28.08,29.11
2023-01-20,SKU_001,Home,238,False,41.28,34.92
2023-01-21,SKU_001,Home,226,False,93.45,15.56
2023-01-22,SKU_001,Home,224,False,93.43,29.3
2023-01-23,SKU_001,Home,236,False,56.89,33.06
2023-01-24,SKU_001,Home,244,False,84.35,40.19
2023-01-25,SKU_001,Home,237,False,13.25,18.64
2023-01-26,SKU_001,Home,231,False,94.33,29.92
2023-01-27,SKU_001,Home,223,False,45.73,25.12
2023-01-28,SKU_001,Home,250,False,54.73,49.65
2023-01-29,SKU_001,Home,282,False,28.77,46.88
2023-01-30,SKU_001,Home,246,False,89.02,44.06
2023-01-31,SKU_001,Home,244,False,81.1,18.71
2023-02-01,SKU_001,Home,243,False,72.55,20.57
2023-02-02,SKU_001,Home,235,False,67.69,42.01
2023-02-03,SKU_001,Home,247,False,78.83,12.87
2023-02-04,SKU_001,Home,260,False,45.88,11.59
2023-02-05,SKU_001,Home,239,False,22.16,48.34
2023-02-06,SKU_001,Home,246,False,96.92,24.46
2023-02-07,SKU_001,Home,250,False,19.51,33.84
2023-02-08,SKU_001,Home,220,False,65.76,34.26
2023-02-09,SKU_001,Home,247,False,99.54,7.6
2023-02-10,SKU_001,Home,273,False,98.53,15.76
2023-02-11,SKU_001,Home,242,False,15.61,27.92
2023-02-12,SKU_001,Home,247,False,83.26,32.68
2023-02-13,SKU_001,Home,266,False,48.35,10.88
2023-02-14,SKU_001,Home,230,False,50.48,13.76
2023-02-15,SKU_001,Home,235,False,76.03,39.62
2023-02-16,SKU_001,Home,0,True,47.45,26.66
2023-02-17,SKU_001,Home,246,False,29.37,5.55
2023-02-18,SKU_001,Home,260,False,97.83,41.07
2023-02-19,SKU_001,Home,254,False,59.32,25.45
2023-02-20,SKU_001,Home,264,False,18.83,26.97
2023-02-21,SKU_001,Home,249,False,52.84,21.91
2023-02-22,SKU_001,Home,243,False,51.35,40.33
2023-02-23,SKU_001,Home,246,False,49.38,16.46
2023-02-24,SKU_001,Home,272,False,13.46,45.58
2023-02-25,SKU_001,Home,290,False,90.56,33.65
2023-02-26,SKU_001,Home,248,False,16.0,28.33
2023-02-27,SKU_001,Home,265,False,71.22,6.88
2023-02-28,SKU_001,Home,248,False,74.47,8.24
2023-03-01,SKU_001,Home,238,False,79.72,34.76
2023-03-02,SKU_001,Home,244,False,25.67,9.43
2023-03-03,SKU_001,Home,277,False,11.89,8.7
2023-03-04,SKU_001,Home,271,False,36.59,39.62
2023-03-05,SKU_001,Home,239,False,20.92,32.68
2023-03-06,SKU_001,Home,283,False,67.95,28.86
2023-03-07,SKU_001,Home,251,False,64.17,31.21
2023-03-08,SKU_001,Home,275,False,83.06,34.54
2023-03-09,SKU_001,Home,256,False,30.22,21.75
2023-03-10,SKU_001,Home,249,False,49.55,32.58
2023-03-11,SKU_001,Home,259,False,68.12,17.87
2023-03-12,SKU_001,Home,258,False,87.52,43.09
2023-03-13,SKU_001,Home,260,False,51.45,42.89
2023-03-14,SKU_001,Home,267,False,79.88,34.53
2023-03-15,SKU_001,Home,266,False,94.36,6.94
2023-03-16,SKU_001,Home,244,False,21.86,37.67
2023-03-17,SKU_001,Home,256,False,85.66,37.98
2023-03-18,SKU_001,Home,272,False,63.13,27.88
2023-03-19,SKU_001,Home,272,False,88.6,33.63
2023-03-20,SKU_001,Home,238,False,24.41,25.77
2023-03-21,SKU_001,Home,261,False,28.36,29.98
2023-03-22,SKU_001,Home,252,False,65.44,13.46
2023-03-23,SKU_001,Home,283,False,10.47,39.24
2023-03-24,SKU_001,Home,256,False,77.12,14.11
2023-03-25,SKU_001,Home,263,False,23.4,18.75
2023-03-26,SKU_001,Home,271,False,99.67,21.57
2023-03-27,SKU_001,Home,291,False,63.37,22.62
2023-03-28,SKU_001,Home,259,False,72.61,5.14
2023-03-29,SKU_001,Home,243,False,18.37,31.47
2023-03-30,SKU_001,Home,285,False,67.81,7.92
2023-03-31,SKU_001,Home,289,False,64.31,35.44
2023-04-01,SKU_001,Home,296,False,34.28,42.13
2023-04-02,SKU_001,Home,254,False,40.08,40.32
2023-04-03,SKU_001,Home,266,False,80.98,28.28
2023-04-04,SKU_001,Home,249,False,49.06,8.99
2023-04-05,SKU_001,Home,263,False,63.84,38.1
2023-04-06,SKU_001,Home,251,False,80.71,10.33
2023-04-07,SKU_001,Home,294,False,85.58,22.27
2023-04-08,SKU_001,Home,295,False,42.6,20.05
2023-04-09,SKU_001,Home,290,False,12.18,42.43
2023-04-10,SKU_001,Home,269,False,94.66,16.67
2023-04-11,SKU_001,Home,240,False,88.55,42.89
2023-04-12,SKU_001,Home,274,False,53.47,11.01
2023-04-13,SKU_001,Home,258,False,75.51,27.34
2023-04-14,SKU_001,Home,291,False,24.3,32.46
2023-04-15,SKU_001,Home,260,False,77.62,34.56
2023-04-16,SKU_001,Home,265,False,32.23,45.78
2023-04-17,SKU_001,Home,263,False,34.48,39.17
2023-04-18,SKU_001,Home,289,False,53.88,6.51
2023-04-19,SKU_001,Home,262,False,91.58,11.27
2023-04-20,SKU_001,Home,230,False,90.99,5.98
2023-04-21,SKU_001,Home,279,False,96.71,30.21
2023-04-22,SKU_001,Home,243,False,98.32,16.54
2023-04-23,SKU_001,Home,258,False,27.83,30.44
2023-04-24,SKU_001,Home,273,False,41.46,10.13
2023-04-25,SKU_001,Home,265,False,30.28,16.29
2023-04-26,SKU_001,Home,269,False,20.33,43.71
2023-04-27,SKU_001,Home,283,False,16.09,36.85
2023-04-28,SKU_001,Home,253,False,53.62,12.46
2023-04-29,SKU_001,Home,267,False,86.5,35.11
2023-04-30,SKU_001,Home,230,False,59.09,7.8
2023-05-01,SKU_001,Home,250,False,82.58,25.67
2023-05-02,SKU_001,Home,255,False,39.72,39.05
2023-05-03,SKU_001,Home,253,False,28.44,44.5
2023-05-04,SKU_001,Home,260,False,79.48,6.22
2023-05-05,SKU_001,Home,241,False,51.75,45.91
2023-05-06,SKU_001,Home,261,False,69.11,41.99
2023-05-07,SKU_001,Home,312,False,79.81,48.4
2023-05-08,SKU_001,Home,265,False,81.36,30.99
2023-05-09,SKU_001,Home,242,False,81.81,22.82
2023-05-10,SKU_001,Home,264,False,72.63,40.7
2023-05-11,SKU_001,Home,276,False,87.15,45.78
2023-05-12,SKU_001,Home,258,False,90.46,34.44
2023-05-13,SKU_001,Home,257,False,49.63,32.69
